Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
20,2,Our Lady of Fatima Catholic School,3176 St. Clair Ave. East,2819,41,38,14,2103,696,9,13,8,2829,648,23%,0,0
20,3,SATEC @ W.A. Porter C.I.,40 Fairfax Crescent,1387,80,39,5,1087,335,4,3,7,1436,434,30%,2,0
20,4,Houses of Providence,3276 St. Clair Avenue E.,116,239,1,23,232,120,0,2,0,354,35,10%,4,0
20,5,Warden Hilltop Community Centre,25 Mendelssohn Street,1253,21,19,6,1016,236,1,3,9,1265,279,22%,0,0
20,6,St. Joachim Catholic School,3395 St. Clair Ave E,1708,27,22,8,1399,312,5,3,3,1722,327,19%,0,0
20,7,General Brock Public School,140 Chestnut Crescent,1092,22,4,1,838,260,9,9,1,1117,317,28%,0,0
20,8,Westminster Presbyterian Church,841 Birchmount Road,2023,31,36,1,1579,434,2,2,0,2017,401,20%,1,0
20,9,St. Maria Goretti Catholic School,21 Kenmark Blvd.,2153,33,63,14,1391,719,6,4,5,2125,462,22%,1,0
20,10,Corvette Jr Public School,30 Corvette Avenue,1560,27,21,2,1134,428,8,0,0,1570,360,23%,3,0
20,11,Norman Cook Jr Public School,725 Danforth Road,2021,37,18,8,1506,519,8,5,3,2041,489,24%,0,0
20,13,Greystone Walk,5 Greystone Walk Drive,997,22,17,6,816,179,3,2,0,1000,339,34%,0,0
20,15,Robert Service Sr. Public School,945 Danforth Road,2554,26,31,5,2184,363,2,5,0,2554,531,21%,0,0
20,16,Gus Harris Place,120 Town Haven Place,1113,16,10,6,937,179,2,1,1,1120,248,22%,0,1
20,17,Walter Perry Junior Public School,45 Falmouth Avenue,1371,31,11,3,1022,341,2,6,18,1389,322,23%,0,0
20,18,Big Fortune Tower Rec Centre,330 McCowan Road,977,11,19,4,780,179,5,3,0,967,214,22%,0,0
20,19,McCowan Retirement Residence,2881 Eglinton Avenue East,73,29,59,0,34,9,0,0,0,43,33,88%,0,5
20,20,Trilogy Long Term Care,340 McCowan Road,109,10,1,108,112,5,1,0,0,118,17,14%,0,0
20,21,Adanac Apartments,140 Adanac Drive,285,5,2,0,280,7,0,1,0,288,47,16%,0,0
20,22,Mason Road Junior Public School,78 Mason Road,1148,11,24,3,904,227,4,1,3,1139,270,24%,0,0
20,23,St. Boniface Catholic School,20 Markanna Drive,1794,20,19,2,1451,335,4,5,1,1796,319,18%,2,0
20,25,Scarborough Retirement Residence,148 Markham Road,91,32,62,0,45,15,1,0,0,61,46,75%,0,0
20,26,Bliss Carman Sr Public School,10 Bellamy Rd South,1824,20,29,2,1443,367,3,4,0,1817,439,24%,0,0
20,27,H. A. Halbert Junior Public School,25 Halbert Place,1885,25,17,4,1459,433,3,8,0,1903,525,28%,0,0
20,28,St. Agatha Catholic School,49 Cathedral Bluffs Drive,1881,27,18,4,1495,388,3,2,7,1895,574,30%,0,0
20,29,Anson Park Public School,30 MacDuff Crescent,1408,14,8,4,1103,308,2,7,1,1421,390,27%,1,0
20,30,St. George's Manor,17 Brimley Road,1432,26,32,3,1254,172,2,1,0,1429,304,21%,4,0
20,31,Cardinal Newman High School,100 Brimley Road South,1265,32,25,1,1046,210,7,8,3,1274,373,29%,0,0
20,32,Highway Gospel Church,530 Midland Ave,1774,32,27,7,1429,337,2,8,10,1786,487,27%,1,0
20,33,John A. Leslie Public School,459 Midland Avenue,1961,24,19,3,1634,333,1,0,0,1968,468,24%,0,0
20,34,Chine Drive Public School,51 Chine Drive,942,17,13,3,805,134,1,8,0,948,303,32%,0,0
20,35,Midland Gardens Care Community,130 Midland Avenue,284,14,9,0,281,7,0,1,0,289,33,11%,0,0
20,36,Craiglee Nursing Home,102 Craiglee Drive,92,17,0,81,100,9,0,0,0,109,32,29%,2,0
20,37,Cliffside Public School,27 East Haven Drive,1857,22,71,3,1528,251,10,18,6,1813,404,22%,0,0
20,38,People's Worship Centre,221 Kennedy Road,1327,10,23,3,1090,205,5,10,2,1312,330,25%,0,0
20,39,Retirement Suites by the Lake,2121 Kingston Rd,35,10,9,0,31,5,0,0,0,36,36,100%,0,0
20,40,McClain Park Apartments,10 Glen Everest Road,283,8,4,0,275,11,0,2,1,289,52,18%,0,0
20,41,Birch Cliff Heights Public School,120 Highview Avenue,2168,42,34,1,1838,332,2,8,0,2180,520,24%,3,0
20,42,J.G. Workman Public School,487 Birchmount Road,2097,28,21,8,1715,368,9,5,15,2112,491,23%,2,0
20,44,Danforth Gardens Public School,20 Santamonica Blvd.,2488,49,26,7,2054,443,11,3,9,2520,511,21%,0,8
20,45,Ina Grafton Gage Home,40 Bell Estate Rd,31,19,0,31,44,6,0,0,0,50,20,40%,0,0
20,46,Woodland Acres Seniors Apartments,682 Warden Avenue,189,3,4,1,180,6,1,0,0,187,36,19%,0,0
20,47,Warden Woods Community Centre,74 Firvalley Court,557,8,8,4,481,74,0,2,0,557,84,15%,0,0
20,48,Taylor Creek Public School,644 Warden Avenue,2967,52,59,2,2529,405,12,26,4,2976,601,20%,0,0
20,49,West Scar. Neighbourhood Centre,313 Pharmacy Avenue,2398,32,44,10,2021,346,19,10,0,2396,515,21%,1,0
20,50,Teesdale Place,40 Teesdale Place,466,9,13,3,412,48,0,1,0,461,114,25%,1,0
20,52,Dentonia Place,10 Teesdale Place,426,18,11,1,404,25,1,3,0,433,147,34%,1,0
20,54,Cambridge Place,30 Denton Avenue,667,9,31,1,591,56,0,1,0,648,179,28%,0,0
20,55,757 Victoria Park Avenue,757 Victoria Park Avenue,279,9,9,1,247,29,2,1,0,279,139,51%,0,2
20,56,Oakridge Community Recreation Centre,63 Pharmacy Avenue,2499,54,65,9,2135,318,12,8,17,2490,516,21%,0,0
20,57,Byng Towers,3330 Danforth Avenue,828,15,18,5,688,122,3,5,13,831,196,24%,1,0
20,58,Chester Village,3555 Danforth Avenue,30,21,0,30,46,5,0,0,0,51,33,71%,0,3
20,59,Birchmount Community Centre,93 Birchmount Road,2063,33,28,4,1726,324,8,19,1,2078,491,24%,1,0
20,61,Royal Canadian Legion Branch 13,1577 Kingston Road,1320,23,28,5,1167,145,7,8,0,1327,374,28%,0,0
20,62,Taylor Branch Public Library,1440 Kingston Road,951,27,14,5,830,134,3,4,1,972,300,31%,0,0
20,63,Fallingbrook Presbyterian Church,35 Wood Glen Road,1479,11,13,9,1265,207,7,4,0,1483,446,30%,0,1
20,64,Blantyre Public School,290 Blantyre Avenue,1964,27,48,7,1691,230,9,11,5,1946,596,31%,1,0
20,66,Courcelette Public School,100 Fallingbrook Road,1708,33,37,5,1518,157,19,12,0,1706,579,34%,3,0
20,97,Mail in Voting,,,,,,,,,,,,640,,1,0
20,98,Birchmount Community Centre,93 Birchmount Road,,177,58,84,,,,,,,3548,,3,1
20,99,Warden Hilltop Community Centre,25 Mendelssohn Street,,112,39,43,,,,,,,1658,,0,2
20 Total,,,,73642,1901,1439,635,60367,13056,241,283,157,74104,23967,32%,40,23
21,1,Church of St. Andrew,2333-2347 Victoria Park Ave,1696,11,15,4,1282,363,13,22,12,1692,291,17%,0,0
21,2,Terraview-Willowfield Public School,95 Pachino Blvd.,2066,31,11,12,1572,488,8,19,4,2091,405,19%,0,0
21,3,Glamorgan Jr Public School,51 Antrim Crescent,3107,29,46,3,2543,531,14,3,4,3095,482,16%,2,0
21,5,Mondeo Springs,8 Mondeo Drive,860,15,3,5,754,114,3,1,0,872,272,31%,0,1
21,8,Dorset Park Hub (Unit #105),1911 Kennedy Road ,1826,23,8,7,1566,265,1,4,7,1843,286,16%,0,0
21,9,Fieldstone Commons Care Community,1000 Ellesmere Road,50,16,0,0,66,0,0,0,0,66,20,30%,0,0
21,11,Omni,115 Omni Drive,1022,3,9,6,843,168,1,4,0,1016,297,29%,0,0
21,14,Scarborough Civic Centre,150 Borough Drive,2942,3,30,0,2645,235,11,7,14,2912,413,14%,0,0
21,18,St. Andrews Public School,60 Brimorton Drive,2493,35,12,20,2029,473,3,4,6,2515,651,26%,1,0
21,20,Edgewood Public School,230 Birkdale Road,2413,16,24,5,1833,559,3,9,2,2406,516,21%,0,1
21,22,Kennedy Lodge Nursing Home,1400 Kennedy Road,64,7,2,0,65,1,0,0,3,69,10,14%,0,0
21,23,Ellesmere-Statton Public School,739 Ellesmere Road,2590,31,24,6,2048,510,5,11,27,2601,415,16%,0,0
21,24,Ellesmere Community Centre,20 Canadian Road,1641,18,18,8,1295,324,9,11,7,1646,269,16%,0,0
21,25,Buchanan Public School,4 Bucannan Road,1534,14,14,7,1219,296,13,4,2,1534,309,20%,0,0
21,26,Maryvale Public School,1325 Pharmacy Avenue,2328,32,20,4,1850,466,6,12,8,2342,524,22%,2,0
21,27,Wexford Collegiate School for the Arts,1176 Pharmacy Avenue,1623,22,11,10,1176,439,8,8,5,1636,318,19%,0,0
21,28,The Wexford,1860 Lawrence Avenue East,144,0,3,0,136,4,0,1,0,141,45,32%,0,0
21,29,Salvation Army Flag Crest,2015 Lawrence Avenue East,196,4,2,1,179,19,0,0,0,198,77,39%,0,0
21,31,Aldebrain Towers,2155 Lawrence Avenue East,375,8,12,11,296,69,6,0,0,371,105,28%,0,0
21,32,Dorset Park Jr. Public School,28 Blaisdale Road,2552,26,16,6,1994,543,11,11,10,2569,464,18%,0,0
21,33,McGregor Park Community Centre,2231 Lawrence Avenue E,1065,7,5,3,762,305,3,4,0,1074,139,13%,0,1
21,34,General Crerar Public School,30 McGregor Road,1299,10,9,9,1031,259,5,5,1,1301,257,20%,0,0
21,35,Hellenic Home,2411 Lawrence Avenue East,84,24,70,0,38,0,0,0,0,38,29,76%,0,0
21,37,Scarborough Fair,2550 Lawrence Avenue East,790,14,10,9,713,73,5,0,2,793,194,24%,0,0
21,39,Donwood Park P.S. - Highbrook,61 Dorcot Avenue,2978,46,18,14,2690,311,0,3,12,3016,511,17%,2,0
21,40,Bendale Acres,2920 Lawrence Avenue East,120,18,1,0,124,13,0,0,0,137,22,16%,0,0
21,41,Brimley Acres,2950 Lawrence Avenue East,212,6,3,2,201,14,0,0,0,215,93,43%,1,0
21,42,Jack Goodlad Residences,3010 Lawrence Avenue East,246,5,13,0,213,23,0,1,1,238,93,39%,0,0
21,43,Rockcliffe Care Community,3015 Lawrence Avenue East,57,21,3,0,63,12,0,0,0,75,23,31%,3,0
21,44,Bendale Public Library,1515 Danforth Road,1501,30,18,4,1101,409,1,3,0,1514,402,27%,0,0
21,46,Knob Hill Jr. Public School,25 Seminole Avenue,2878,38,60,8,2225,588,7,19,21,2860,523,18%,2,0
21,47,Hunter's Glen Jr. Public School,16 Haileybury Drive,1496,10,5,9,1159,344,0,2,0,1505,343,23%,0,0
21,48,Charles Gordon Public School,25 Marcos Blvd.,2152,37,16,5,1877,296,2,2,1,2178,394,18%,4,0
21,49,Lord Roberts Jr Public School,165 Lord Roberts Drive,1445,22,19,2,1175,268,4,3,0,1450,367,25%,3,0
21,50,Jack Goodlad Community Centre,929 Kennedy Road,2152,24,55,5,1536,582,0,4,0,2122,406,19%,1,0
21,51,Ionview Public School,90 Ionview Road,2959,45,55,8,2427,506,5,4,8,2950,610,21%,0,1
21,52,George Peck Public School,1 Wayne Avenue,1691,34,8,10,1426,249,11,15,20,1721,391,23%,0,0
21,53,Precious Blood Catholic School,1035 Pharmacy Avenue,1549,11,9,12,1112,427,9,1,16,1565,331,21%,0,0
21,54,Wexford Public School,1050 Pharmacy Avenue,1958,21,18,13,1527,427,9,3,9,1975,358,18%,0,0
21,56,Victoria Park Hub,1527 Victoria Park Ave,1371,15,13,2,1057,310,2,3,1,1373,202,15%,0,0
21,57,Rainbow Village,2460 Eglinton Ave E,1034,15,27,3,825,197,1,0,1,1024,276,27%,0,0
21,58,St. Joan of Arc Catholic Academy,959 Midland Avenue,1726,19,35,4,1358,346,0,1,1,1706,318,19%,0,0
21,59,Glen Ravine Jr Public School,11 Gadsby Drive,1200,13,24,0,886,296,2,1,4,1189,286,24%,0,0
21,60,St. David's Village,1290 Danforth Road,788,20,25,13,634,148,3,0,1,786,229,29%,0,0
21,61,Ecole Pere-Philippe-Lamarche,2850 Eglinton Avenue East,2032,19,33,8,1614,398,4,1,2,2019,313,16%,3,0
21,62,John McCrae Public School,431 McCowan Road,2470,24,32,5,1896,557,4,9,0,2466,568,23%,7,0
21,65,St. Nicholas Catholic School,33 Amarillo Drive,2345,12,24,10,1719,589,12,13,2,2335,417,18%,0,0
21,97,Mail in Voting,,,,,,,,,,,,426,,0,0
21,98,McGregor Park Community Centre,2231 Lawrence Ave East,,110,39,37,,,,,,,2371,,6,0
21,99,Ellesmere Community Centre,20 Canadian Road,,62,29,40,,,,,,,1806,,1,1
21 Total,,,,71120,1076,956,350,56780,13814,204,228,214,71240,18867,26%,38,5
22,1,St. Henry Catholic School,100 Bamburgh Circle,3034,8,26,7,2378,628,4,14,2,3026,545,18%,0,0
22,2,Bridlewoode Place,55 Bamburgh Circle,1249,8,7,2,1112,135,0,2,0,1249,251,20%,0,0
22,4,Kennedy Public School,20 Elmfield Crescent,1751,15,5,4,1438,273,0,12,41,1764,293,17%,0,0
22,5,Tendercare Living Centre,1020 McNicoll Avenue,100,19,0,0,117,1,0,1,0,119,29,25%,3,1
22,7,Sir Ernest MacMillan Public School,149 Huntsmill Blvd.,1006,5,7,1,824,170,0,7,4,1005,224,23%,0,5
22,8,Sir Samuel B. Steele Public School,131 Huntsmill Blvd.,2171,18,7,2,1786,392,2,6,0,2186,312,14%,0,0
22,9,Vintage Gardens 2,1028 McNicoll Ave,58,30,0,0,82,9,0,0,0,91,71,79%,0,1
22,10,Skypark Recreation Centre,255 Bamburgh Circle,1057,21,3,5,986,88,1,1,0,1076,312,29%,0,0
22,11,David Lewis Public School,130 Fundy Bay Blvd.,2417,19,12,6,1987,434,1,3,0,2425,428,18%,0,0
22,12,L'Amoreaux Community Centre,2000 McNicoll Avenue,2187,13,10,8,1851,315,2,4,16,2188,324,15%,0,0
22,13,Vintage Gardens 1,1038 McNicoll Avenue,202,3,0,0,205,0,0,0,0,205,69,34%,0,0
22,14,Villa Elegance,3088 Kennedy Road,169,7,2,3,161,12,0,1,0,174,54,31%,0,0
22,15,Mon Sheong Court,2020 McNicoll Avenue,338,1,2,2,314,23,0,0,0,337,121,36%,0,0
22,16,Mon Sheong Scarborough LTC,2030 McNicoll Avenue,72,9,0,0,77,4,0,0,0,81,16,20%,1,0
22,17,Chester Le Jr Public School,201 Chester Le Blvd.,1888,16,11,0,1428,438,5,7,14,1892,317,17%,0,1
22,18,Royalcrest,55 Huntingdale Blvd,812,19,3,3,663,155,2,8,0,828,286,35%,0,0
22,19,Beverly Glen Jr. Public School,85 Beverly Glen Blvd.,2453,12,17,10,2065,343,17,9,15,2449,526,21%,0,0
22,24,Skygarden,2350 Bridletowne Crcl,896,9,9,2,763,127,1,4,2,897,313,35%,0,0
22,25,L'Amoreaux Collegiate Institute,2501 Bridletowne Circle,1549,13,7,2,1227,314,7,7,0,1555,277,18%,0,0
22,26,Brookmill Boulevard Public School,25 Brookmill Blvd.,1861,31,8,18,1515,353,4,4,14,1890,341,18%,0,0
22,28,Silver Springs Public School,222 Silver Springs Blvd.,1687,13,12,2,1338,339,1,3,10,1691,258,15%,0,0
22,29,St. Sylvester Catholic School,260 Silver Springs Blvd.,1140,3,5,8,869,212,0,9,47,1137,212,19%,2,0
22,31,Mary Ward LINC & ESL School,44 Kelvinway Drive,2490,20,9,2,2110,377,5,11,2,2505,320,13%,0,0
22,32,Sir John A. Macdonald C.I.,2300 Pharmacy Ave,2208,25,7,4,1729,485,6,11,0,2231,488,22%,4,0
22,34,St. Paul's L'Amoreaux Centre,3333 Finch Avenue East,416,7,5,0,408,11,0,0,0,419,145,35%,0,0
22,37,St. Aidan Catholic Church,3501 Finch Ave E,1960,27,13,6,1613,345,1,13,3,1975,321,16%,0,0
22,38,Wesley Chapel,2385 Warden Ave,1371,9,7,5,1125,233,5,12,0,1375,275,20%,0,0
22,39,Timberbank Jr Public School,170 Timberbank Blvd.,1586,17,10,2,1290,278,9,17,1,1595,364,23%,1,0
22,40,Highland Heights Jr Public School,35 Glendower Circuit,2521,25,45,5,2069,403,21,11,1,2505,468,19%,0,0
22,41,Lynnwood Heights Jr Public School,50 Southlawn Drive,1951,5,16,1,1663,265,0,6,4,1938,331,17%,0,0
22,42,Msgr. Fraser College Midland Campus,2900 Midland Avenue,1312,9,14,1,1016,219,1,0,72,1308,150,11%,0,0
22,43,2743 Victoria Park Avenue,2743 Victoria Park Avenue,500,5,12,3,420,69,1,3,0,493,88,18%,0,0
22,44,8 Chichester Place,8 Chichester Place,250,2,8,2,236,8,0,0,0,244,78,32%,0,0
22,45,Wishing Well Manor,2008 Pharmacy Avenue,984,13,26,3,827,134,4,7,0,972,159,16%,0,0
22,46,Bridlewood Jr. Public School,60 Bridlewood Blvd.,2313,23,27,4,1888,405,5,9,3,2310,540,23%,0,0
22,48,Vradenburg Jr Public School,50 Vradenberg Drive,3286,27,34,8,2787,434,28,24,6,3279,753,23%,0,0
22,50,Lynngate Junior Public School,129 Cass Avenue,2233,23,6,2,1743,467,8,30,5,2253,494,22%,6,0
22,52,Stephen Leacock Seniors C.C.,2520 Birchmount Road,2889,17,39,2,2337,501,4,15,6,2863,330,12%,0,0
22,53,Tam O'Shanter Jr Public School,21 King Henry's Boulevard,1550,13,104,5,1289,162,4,3,0,1458,182,13%,0,1
22,54,Agincourt Public Library,"155 Bonis Ave, Scarborough",2699,42,64,7,2450,203,6,1,22,2682,552,21%,0,1
22,56,Shepherd Garden,115 Bonis Ave,183,6,23,0,159,6,0,1,0,166,77,46%,1,0
22,57,Tam O'Shanter Towers,3825 Sheppard Avenue East,345,18,14,1,344,5,0,0,0,349,129,37%,0,0
22,58,Shepherd Lodge,3760 Sheppard Ave. E.,132,22,98,0,51,5,0,0,0,56,36,64%,1,0
22,59,Shepherd Manor,125 Bonis Avenue,413,8,8,1,403,9,0,0,0,412,140,34%,0,2
22,60,Inglewood Heights Jr Public School,45 Dempster Street,2993,32,74,5,2561,369,7,11,3,2951,403,14%,1,0
22,61,Solaris at Metrogate,135 VIllage Green Square,1382,26,19,1,1236,148,1,5,0,1390,210,15%,0,0
22,64,St. Timothy's Anglican Church,4125 Sheppard Avenue East,1122,12,8,1,954,154,2,4,15,1129,184,16%,0,0
22,97,Mail in Voting,,,,,,,,,,,,726,,0,0
22,98,L'Amoreaux Community Centre,2000 McNicoll Ave,,76,40,47,,,,,,,1977,,0,0
22,99,Stephen Leacock Seniors C.C.,2520 Birchmount Road,,52,33,39,,,,,,,1970,,5,0
22 Total,,,,67186,853,916,242,55894,10460,165,296,308,67123,17469,26%,25,12
23,1,Port Royal Public School,408 Port Royal Trail,2255,9,3,4,1920,331,0,10,1,2262,392,17%,0,0
23,2,St. Rene Goupil Catholic School,44 Port Royal Trail,2391,14,11,8,1931,440,2,12,7,2392,383,16%,0,0
23,4,Yee Hong Centre for Geriatric Care,2311 McNicoll Avenue,299,5,3,0,291,10,0,0,0,301,44,15%,2,0
23,5,Agnes MacPhail Public School,112 Goldhawk Trail,1699,16,4,2,1387,321,4,1,0,1713,337,20%,0,2
23,6,Banting and Best Public School,380 Goldhawk Trail,1336,4,1,3,1087,249,0,1,0,1337,175,13%,1,0
23,7,Prince of Peace Catholic School,255 Alton Towers Circle,2690,8,7,5,2224,459,0,1,9,2693,355,13%,1,0
23,14,Milliken Park Community Centre,4325 McCowan Road,2824,15,15,7,2389,435,3,4,1,2832,308,11%,3,0
23,15,Macklin Public School,136 Ingleton Blvd.,2150,11,11,5,1580,528,0,1,42,2151,352,16%,0,0
23,16,Brookside Public School,75 Oasis Blvd.,2178,28,5,6,1738,423,3,3,34,2201,558,25%,1,0
23,17,Blessed Pier Giorgio Frassati School,8 Seasons Drive,2062,15,5,1,1685,383,2,0,2,2072,386,19%,5,0
23,18,Percy Williams Public School,35 White Heather Blvd.,2613,17,7,5,2137,443,5,6,34,2625,485,18%,0,0
23,22,Brimwood Boulevard Public School,151 Brimwood Blvd,2630,40,12,5,2125,514,4,6,5,2654,366,14%,0,0
23,23,Our Lady of Grace Catholic School,121 Brimwood Blvd.,1077,12,3,2,877,210,2,1,0,1090,246,23%,0,0
23,24,Alexmuir Junior Public School,95 Alexmuir Blvd.,1889,13,6,7,1526,362,6,4,0,1898,383,20%,2,0
23,25,St. Marguerite Bourgeoys School,75 Alexmuir Blvd.,1604,11,9,6,1361,234,8,4,2,1609,308,19%,0,0
23,26,Chartland Junior Public School,109 Chartland Blvd. South,1748,7,9,3,1477,261,2,6,0,1746,338,19%,1,0
23,27,North Agincourt Jr Public School,60 Moran Road,1022,13,4,4,933,97,1,1,0,1032,218,21%,0,0
23,29,St. Ignatius of Loyola School,2350 McCowan Road,2172,22,25,10,1764,374,1,10,25,2174,398,18%,0,0
23,30,Ecole Saint-Jean-de-Lalande,500 Sandhurst Circle,2364,24,36,6,1961,379,5,9,0,2354,377,16%,1,0
23,31,Anson S. Taylor Jr Public School,20 Placentia Blvd,1780,13,23,4,1482,271,2,5,12,1772,332,19%,0,1
23,32,Yee Hong Centre-Scarborough Finch,60 Scottfield Drive,114,11,1,0,122,2,0,0,0,124,20,16%,0,0
23,33,Yee Hong Garden Terrace,100 Scottfield Drive,230,0,15,0,201,14,0,0,0,215,98,46%,0,0
23,34,Yee Hong Garden Terrace,90 Scottfield Drive,201,4,11,1,181,13,0,0,0,194,60,31%,0,0
23,35,Tom Longboat Jr. Public School,37 Crow Trail,1676,32,8,10,1340,326,1,5,33,1705,367,22%,6,4
23,36,St. Gabriel Lalemant School,160 Crow Trail,2136,37,10,2,1727,427,6,7,0,2167,437,20%,0,0
23,39,Berner Trail Jr. Public School,120 Berner Trail,2444,54,2,9,1926,564,2,7,2,2501,488,20%,0,0
23,40,St. Barnabas Catholic School,30 Washburn Way,1275,18,6,1,930,336,10,11,0,1287,206,16%,0,0
23,41,Malvern Junior Public School,70 Mammoth Hall Trail,2172,38,15,5,1792,390,5,9,10,2206,356,16%,0,0
23,42,Burrows Hall Jr. Public School,151 Burrows Hall Blvd.,1062,17,2,4,824,243,1,9,2,1079,146,14%,0,0
23,43,Burrows Hall Community Centre,1081 Progress Avenue,2468,28,18,5,2104,367,1,7,7,2486,306,12%,1,0
23,44,Sts. Peter & Paul Residence,221 Milner Avenue,218,9,24,0,182,21,0,0,0,203,72,35%,0,0
23,45,St. Elizabeth Seton Catholic School,25 Havenview Road,2005,23,21,6,1631,371,6,2,5,2015,278,14%,0,0
23,46,White Haven Jr. Public School,105 Invergordon Avenue,2414,28,57,13,2022,356,2,7,5,2392,352,15%,1,0
23,50,C.D. Farquharson Jr Public School,1965 Brimley Road,1899,20,19,4,1516,363,3,3,17,1902,317,17%,0,0
23,51,Agincourt Recreation Centre,31 Glen Watford Drive,1953,16,12,3,1601,296,7,11,39,1954,339,17%,0,0
23,97,Mail in Voting,,,,,,,,,,,,456,,0,0
23,98,Burrows Hall Community Centre,1081 Progress Ave,,63,23,19,,,,,,,1753,,0,1
23,99,Milliken Park Community Centre,4325 McCowan Road,,71,35,36,,,,,,,2596,,1,1
23 Total,,,,61050,766,478,211,49974,10813,94,163,294,61338,15388,25%,26,9
24,1,Blue Danube House,1680 Ellesmere Road,215,7,1,2,169,52,0,0,0,221,66,30%,0,0
24,2,Consilium Club,88 Corporate Drive,1406,15,3,5,1218,190,5,2,1,1416,258,18%,0,0
24,3,Hillsborough Shared Facilities,18 Lee Centre Drive,634,5,4,2,570,62,1,0,1,634,94,15%,0,0
24,4,Ellipse I & II,38 Lee Centre Drive,796,10,5,1,715,81,4,3,0,803,134,17%,0,0
24,5,May Tower 1 & 2,1 Lee Centre Drive,640,10,3,3,567,79,1,0,0,647,115,18%,0,0
24,6,Centennial Recreation Centre,1967 Ellesmere Road,2059,29,1,1,1893,177,2,3,26,2101,219,10%,0,0
24,7,Village Apartments,50 Tuxedo Court,333,5,1,1,329,10,0,0,0,339,81,24%,0,0
24,8,Woburn Collegiate Institute,2222 Ellesmere Road,1407,12,6,7,1182,230,3,0,2,1417,205,14%,0,0
24,9,Woburn Junior Public School,40 Dormington Drive,1859,18,2,5,1634,234,4,1,3,1876,321,17%,0,0
24,10,St. Edmund Campion Catholic School,30 Highcastle Road,1381,12,9,2,945,419,4,15,0,1383,313,23%,0,0
24,11,Highcastle Public School,370 Military Trail,2428,32,17,4,1772,657,8,4,3,2444,482,20%,0,0
24,12,Military Trail Public School,701 Military Trail,2767,20,4,5,2275,494,3,12,0,2784,445,16%,1,0
24,13,Skyview Manor,100 Mornelle Court,271,8,4,3,235,40,0,0,0,275,68,25%,0,1
24,14,Maple Dale,3050 Ellesmere Road,430,5,13,1,374,47,1,0,0,422,111,27%,0,2
24,15,Seven Oaks,9 Neilson Road,62,18,1,0,61,18,0,0,0,79,27,34%,0,0
24,16,Shoniker Place,2877 Ellesmere Road,165,7,10,0,146,16,0,0,0,162,66,42%,0,2
24,17,Curran Hall Community Centre,277 Orton Park Road,1079,9,6,2,834,240,5,3,0,1082,317,29%,1,0
24,18,George B. Little Jr. Public School,125 Orton Park Road,1885,14,6,1,1494,371,10,13,0,1888,398,21%,1,0
24,19,Heather Heights Jr Public School,80 Slan Avenue,1821,12,6,13,1440,363,11,10,1,1825,402,22%,1,0
24,20,Churchill Heights Public School,749 Brimorton Drive,1777,22,8,3,1399,379,2,4,4,1788,369,21%,2,0
24,21,Bellmere Jr. Public School,470 Brimorton Drive,1148,8,0,4,853,288,3,6,4,1154,252,22%,0,0
24,22,Tredway Woodsworth Public School,112 Sedgemount Drive,2179,23,14,1,1719,460,1,8,5,2193,430,20%,0,0
24,23,705 Progress Shelter,705 Progress Ave,0,3,0,0,2,1,0,0,0,3,3,100%,0,0
24,24,North Bendale Jr. Public School,29 Aveline Crescent,1669,18,4,11,1224,435,12,11,0,1682,418,25%,3,6
24,25,Bendale Jr. Public School,61 Benshire Drive,838,13,3,2,653,190,0,5,1,849,202,24%,1,0
24,26,St. Rose of Lima Catholic School,3220 Lawrence Avenue East,1182,12,4,4,823,355,6,10,0,1194,272,23%,0,0
24,27,Cedarbrook Community Centre,91 Eastpark Blvd.,1720,15,10,5,1431,290,2,1,3,1727,250,14%,0,0
24,28,Cedarbrook Lodge,520 Markham Road,154,13,1,0,151,15,0,0,0,166,28,17%,0,0
24,30,Cedarbrae Manor,65 Greencrest Circuit,445,23,6,3,441,19,1,0,0,461,161,35%,0,0
24,31,Cornell Jr. Public School,61 Holmfirth Terrace,2123,63,15,15,1933,228,4,6,2,2173,652,30%,5,0
24,32,St. Barbara Catholic School,25 Janray Drive,2140,31,21,8,1617,518,0,3,10,2148,438,20%,0,0
24,34,Extendicare Scarborough,3830 Lawrence Ave. East,94,20,1,0,107,6,0,0,0,113,28,26%,1,1
24,35,Willow Park Jr. Public School,45 Windover Drive,2193,30,14,15,1866,323,10,8,1,2208,434,20%,0,1
24,36,Galloway Road Public School,192 Galloway Road,3334,0,27,6,2731,545,14,17,8,3315,482,15%,1,0
24,37,West Hill Apartments,4175 Lawrence Avenue East,293,6,1,0,290,8,0,1,0,299,70,23%,1,0
24,38,St. Martin De Porres Catholic School,230 Morningside Avenue,2254,11,40,3,1862,339,10,11,2,2224,330,15%,0,0
24,40,Eastview Public School,20 Waldock Street,2907,27,20,13,2180,708,12,10,3,2913,535,18%,0,2
24,41,Poplar Road Jr. Public School,66 Dearham Wood,1208,19,7,0,1043,175,3,1,1,1223,355,29%,0,0
24,42,Guildwood Jr. Public School,225 Livingston Road,2101,19,33,3,1655,420,0,11,2,2088,478,23%,0,0
